# weight      mu1      mu2       k1       k2       k3 lognormc    env_K  env1_mu  env2_mu   env1_k   env2_k   env1_w   env2_w 
  0.0012  -2.3059   1.4982  84.8568  96.0641   2.8108 175.4799  -0.0015   0.0000  -0.0000  93.1753  93.1753   0.5000   0.5000 
  0.0015  -1.5961   2.8265  78.1915  91.4571  18.6580 148.6849  -0.0016   0.0000  -0.0000  67.2346  67.2346   0.5000   0.5000 
  0.0013  -1.7625  -0.6582 108.8882 131.7399  17.4999 220.3561  -0.0013   0.0000  -0.0000 111.0242 111.0242   0.5000   0.5000 
  0.0050  -1.1980  -0.3552 105.1892  94.6659  17.7164 179.5952  -0.0012   0.0000  -0.0000  73.5170  73.5170   0.5000   0.5000 
  0.0004  -1.6674  -2.6347  25.8420  60.9277  -4.7743  89.5908  -0.0041   0.0000  -0.0000  64.8957  64.8957   0.5000   0.5000 
  0.0004   1.6740   3.0490  79.9152 129.3325  25.4634 181.3635  -0.0016   0.0000  -0.0000  92.4428  92.4428   0.5000   0.5000 
  0.0004  -2.3119  -0.0193 223.7436 200.0794  87.7089 333.4660   0.0102   0.0000  -0.0000  57.7130  57.7130   0.5000   0.5000 
  0.0022  -2.4233   2.9202 136.0012 117.1672  29.6836 220.8044  -0.0007   0.0000  -0.0000  79.4631  79.4631   0.5000   0.5000 
  0.0013  -1.4443   1.3227 190.1671 137.9171  20.9935 303.9951  -0.0007   0.0000  -0.0000 114.4029 114.4029   0.5000   0.5000 
  0.0004   1.7359  -0.4801  37.2775  51.8338  -6.9585  93.9910  -0.0028   0.0000  -0.0000  57.6384  57.6384   0.5000   0.5000 
  0.0072  -1.0201  -0.7954 201.1423 261.7321  63.4782 396.2057   0.0005   0.0000  -0.0000 169.4946 169.4946   0.5000   0.5000 
  0.0061  -1.2555  -0.6581 140.5785 148.4989  22.7107 263.4217  -0.0010   0.0000  -0.0000 121.5522 121.5522   0.5000   0.5000 
  0.0029  -0.9984   2.3153 143.6536 144.9018  21.6713 263.9304  -0.0009   0.0000  -0.0000 119.5089 119.5089   0.5000   0.5000 
  0.0034  -2.3183   2.3114 102.2176  84.2948  16.1333 167.9033  -0.0012   0.0000  -0.0000  65.2821  65.2821   0.5000   0.5000 
  0.0010  -2.8875  -3.0505  53.0777  67.7104  -1.4486 119.9615  -0.0023   0.0000  -0.0000  69.1078  69.1078   0.5000   0.5000 
  0.0031  -1.2021   2.8172 135.6974 111.8150   7.6307 236.9744  -0.0010   0.0000  -0.0000 103.7635 103.7635   0.5000   0.5000 
  0.0026  -1.6079   2.4459  94.2411 107.8270  -2.3391 201.6116  -0.0013   0.0000  -0.0000 110.0978 110.0978   0.5000   0.5000 
  0.0015  -1.8359   1.8303 124.2267  99.2831   1.8713 218.7859  -0.0010   0.0000  -0.0000  97.3911  97.3911   0.5000   0.5000 
  0.0008  -2.1711   0.6822 157.2339 169.2425  55.5905 268.1985   0.0012   0.0000  -0.0000  84.1037  84.1037   0.5000   0.5000 
  0.0002  -2.2024  -1.5983  15.9305 150.8673  -7.0024 171.5544  -0.0056   0.0000  -0.0000 155.6287 155.6287   0.5000   0.5000 
  0.0000   1.7875  -1.2675   1.1870   0.7592   0.3745   4.1067   0.0036   0.0000  -0.0000   0.5668   0.5668   0.5000   0.5000 
  0.0061  -1.0632  -0.5752 194.7956 127.5312  27.2030 292.1206  -0.0006   0.0000  -0.0000  96.0397  96.0397   0.5000   0.5000 
  0.0019  -1.8669   0.1534 190.4076 191.3390  49.2707 329.4245   0.0005   0.0000  -0.0000 125.2289 125.2289   0.5000   0.5000 
  0.0006   1.6361   0.0625 122.3756  80.3939   0.1717 199.8430  -0.0010   0.0000  -0.0000  80.2226  80.2226   0.5000   0.5000 
  0.0022  -2.6729   2.7865  86.4823 107.0347   2.8683 187.9535  -0.0015   0.0000  -0.0000 104.0862 104.0862   0.5000   0.5000 
  0.0088  -1.0907  -0.7951 202.8061 181.5575  26.0325 355.0711   0.0001   0.0000  -0.0000 151.7918 151.7918   0.5000   0.5000 
  0.0029  -2.0425   2.5232 117.2824 110.6935  23.5521 201.7942  -0.0010   0.0000  -0.0000  81.4358  81.4358   0.5000   0.5000 
  0.0011  -2.5351   1.8755  82.0504  73.0599   9.3101 143.4296  -0.0016   0.0000  -0.0000  62.6421  62.6421   0.5000   0.5000 
  0.0009  -1.9508   3.0348 133.5050  55.1407   1.3210 184.7310  -0.0009   0.0000  -0.0000  53.8117  53.8117   0.5000   0.5000 
  0.0008   1.0304   0.9023  49.6777  97.7156 -32.9342 177.5779  -0.0014   0.0000  -0.0000 117.4215 117.4215   0.5000   0.5000 
  0.0001   2.0092  -1.6618 136.6509  77.4137  38.9389 173.0879   0.0104   0.0000  -0.0000  23.8543  23.8543   0.5000   0.5000 
  0.0033  -1.7189   2.2291  95.5231 130.2499  21.2295 201.9119  -0.0015   0.0000  -0.0000 103.1871 103.1871   0.5000   0.5000 
  0.0004  -2.3931  -0.8885  29.4526  53.1414  -8.5926  89.1658  -0.0033   0.0000  -0.0000  59.7155  59.7155   0.5000   0.5000 
  0.0004   1.3158  -2.3834  90.9719 154.1632  35.7247 206.9620  -0.0007   0.0000  -0.0000  96.2061  96.2061   0.5000   0.5000 
  0.0035  -1.0909   2.6038 126.8672 153.2311  20.1129 257.0584  -0.0011   0.0000  -0.0000 129.4599 129.4599   0.5000   0.5000 
  0.0037  -1.3838  -0.2096 123.9568 151.5456  34.1347 238.6328  -0.0008   0.0000  -0.0000 104.8109 104.8109   0.5000   0.5000 
  0.0038  -1.2949  -0.8364 120.8233 129.6756  26.6022 221.1831  -0.0010   0.0000  -0.0000  95.8108  95.8108   0.5000   0.5000 
  0.0020  -2.1344   1.9107  93.4139  83.9701   6.1551 168.6607  -0.0014   0.0000  -0.0000  77.4218  77.4218   0.5000   0.5000 
  0.0019  -1.5140   0.0938 118.0337 106.5279  22.0458 199.8858  -0.0010   0.0000  -0.0000  79.6100  79.6100   0.5000   0.5000 
  0.0018  -1.6993  -0.3251  77.9304  55.0406 -17.8788 148.2886  -0.0012   0.0000  -0.0000  69.5229  69.5229   0.5000   0.5000 
  0.0004   1.2839  -0.9585 114.4094  49.3434   7.6883 153.7129  -0.0011   0.0000  -0.0000  41.1474  41.1474   0.5000   0.5000 
  0.0011  -1.3239   3.1369  64.8288  63.7973 -14.7197 140.8351  -0.0015   0.0000  -0.0000  75.7296  75.7296   0.5000   0.5000 
  0.0059  -0.9960  -0.7113 102.7901 123.8510   0.5593 223.2011  -0.0012   0.0000  -0.0000 123.2914 123.2914   0.5000   0.5000 
  0.0005  -2.3602   0.9759  75.2937  73.0213   4.4215 141.4922  -0.0018   0.0000  -0.0000  68.3593  68.3593   0.5000   0.5000 
  0.0042  -1.1037  -0.3627 343.3516 199.1613  85.3870 453.9607   0.0016   0.0000  -0.0000  86.0052  86.0052   0.5000   0.5000 
  0.0009  -1.0100  -1.2001  62.0213  99.1598  19.7931 139.2303  -0.0020   0.0000  -0.0000  70.5730  70.5730   0.5000   0.5000 
  0.0025  -1.8953   2.0816 106.8167 126.0716  20.5643 209.6294  -0.0013   0.0000  -0.0000 100.7891 100.7891   0.5000   0.5000 
  0.0010  -2.1814  -0.4657  53.8842  91.7387   3.6368 139.6315  -0.0025   0.0000  -0.0000  87.8791  87.8791   0.5000   0.5000 
  0.0034  -2.4767   2.5731 110.9777 106.0825  17.3066 197.0988  -0.0012   0.0000  -0.0000  85.7122  85.7122   0.5000   0.5000 
  0.0012   1.3774   0.0177 109.1099 209.2782  25.6484 289.7809   0.0001   0.0000  -0.0000 175.9862 175.9862   0.5000   0.5000 
  0.0011  -3.0005   2.8809  46.1221 108.6336 -10.9663 163.1579  -0.0022   0.0000  -0.0000 117.4219 117.4219   0.5000   0.5000 
  0.0002   2.6138  -2.4388  75.4036 201.2587  44.3789 230.1145   0.0083   0.0000  -0.0000  97.0825  97.0825   0.5000   0.5000 
  0.0022  -1.7501   2.6672  92.9204  86.4999   0.3076 176.4609  -0.0014   0.0000  -0.0000  86.1930  86.1930   0.5000   0.5000 
  0.0035  -2.2031   2.3605 115.3995 135.6513  27.2947 221.0538  -0.0011   0.0000  -0.0000 100.1752 100.1752   0.5000   0.5000 
  0.0033  -1.3930  -0.4696 106.9308 124.3051  25.4882 203.1322  -0.0011   0.0000  -0.0000  91.1202  91.1202   0.5000   0.5000 
  0.0022  -1.5803   1.7864 145.7190 107.1670  27.9791 222.2196  -0.0006   0.0000  -0.0000  72.7528  72.7528   0.5000   0.5000 
  0.0005  -0.6050  -1.0144 134.0021  97.9846  19.7373 209.5622  -0.0009   0.0000  -0.0000  74.9700  74.9700   0.5000   0.5000 
  0.0005  -1.8202  -1.2239  81.2299  55.3954   4.7607 129.5784  -0.0016   0.0000  -0.0000  50.3746  50.3746   0.5000   0.5000 
  0.0024  -2.2360   2.0433 114.6408 112.7310  22.6266 202.1050  -0.0011   0.0000  -0.0000  84.7451  84.7451   0.5000   0.5000 
  0.0011  -0.8623   2.1226  53.5427  96.8089  14.7722 133.4230  -0.0028   0.0000  -0.0000  76.7401  76.7401   0.5000   0.5000 
  0.0016   1.0219   0.5602 197.3067 152.6129  66.1325 281.1908   0.0050   0.0000  -0.0000  54.1928  54.1928   0.5000   0.5000 
  0.0015  -1.9345  -0.1989 181.4339 142.7151  43.2650 278.0310  -0.0001   0.0000  -0.0000  86.2354  86.2354   0.5000   0.5000 
  0.0008  -2.5953  -2.9833 120.6561  82.7435  27.5504 173.4944   0.0001   0.0000  -0.0000  47.3739  47.3739   0.5000   0.5000 
  0.0001   0.9765  -2.8368  44.1018  30.2083  11.7023  61.3692   0.0039   0.0000  -0.0000  14.7836  14.7836   0.5000   0.5000 
  0.0024  -1.4000   2.5447  93.5966 137.5665  23.8146 204.7351  -0.0015   0.0000  -0.0000 105.9183 105.9183   0.5000   0.5000 
  0.0028  -1.3843   2.2454  91.6074 102.6060  16.7479 174.9436  -0.0015   0.0000  -0.0000  82.2814  82.2814   0.5000   0.5000 
  0.0011  -2.1761   0.4523 103.1358 138.1418  13.0656 225.3948  -0.0014   0.0000  -0.0000 123.2739 123.2739   0.5000   0.5000 
  0.0098  -1.1396  -0.6541 253.7989 207.0218  62.3271 395.2916   0.0006   0.0000  -0.0000 124.7651 124.7651   0.5000   0.5000 
  0.0041  -1.0521   2.4581 131.1505 108.6344  19.9715 217.0757  -0.0010   0.0000  -0.0000  85.2112  85.2112   0.5000   0.5000 
  0.0022  -1.2870   2.1239  73.1488 124.8885  -9.9564 205.1766  -0.0015   0.0000  -0.0000 133.6027 133.6027   0.5000   0.5000 
  0.0007   1.4806  -2.8579  55.2622  65.7003   0.6668 118.0504  -0.0023   0.0000  -0.0000  65.0316  65.0316   0.5000   0.5000 
  0.0098  -1.1087  -0.7523 298.6186 269.4599  65.3597 499.2182   0.0002   0.0000  -0.0000 186.0497 186.0497   0.5000   0.5000 
  0.0002   1.9470   2.5628  60.7004 256.3157  34.4588 280.1683   0.0017   0.0000  -0.0000 178.7742 178.7742   0.5000   0.5000 
  0.0022  -1.8373   2.4752 105.1886  96.2526   3.9370 194.7740  -0.0012   0.0000  -0.0000  92.1836  92.1836   0.5000   0.5000 
  0.0004  -2.7593   1.2848  86.4701 101.8041  18.6727 167.1547  -0.0015   0.0000  -0.0000  78.2185  78.2185   0.5000   0.5000 
  0.0012   0.8649   0.8863 130.3604 134.8294  33.2027 229.2858  -0.0007   0.0000  -0.0000  90.6203  90.6203   0.5000   0.5000 
  0.0009   2.7839  -3.0549  29.7133  22.5693 -10.3315  60.9108  -0.0028   0.0000  -0.0000  30.1641  30.1641   0.5000   0.5000 
  0.0011  -1.4334   0.9393 110.3253  56.5574  10.0887 154.4229  -0.0011   0.0000  -0.0000  45.5223  45.5223   0.5000   0.5000 
  0.0027  -1.3347   2.7194 100.2899 110.6048   4.8892 203.2375  -0.0013   0.0000  -0.0000 105.4932 105.4932   0.5000   0.5000 
  0.0003   2.1943  -0.6030  26.3296  29.4038  10.1981  44.6802   0.0084   0.0000  -0.0000  13.8475  13.8475   0.5000   0.5000 
  0.0014  -1.2040  -0.1183  72.7317  59.4610 -23.9091 153.4827  -0.0012   0.0000  -0.0000  77.3839  77.3839   0.5000   0.5000 
  0.0001   0.4287   0.9195  45.5110  25.2592  16.1634  54.2174   0.1820   0.0000  -0.0000   3.4295   3.4295   0.5000   0.5000 
  0.0014   1.4708  -0.0984 230.7030 219.4526  46.3462 400.4968   0.0002   0.0000  -0.0000 161.6706 161.6706   0.5000   0.5000 
  0.0014  -1.4645   3.0579  72.1868 147.9760   8.2315 209.2265  -0.0020   0.0000  -0.0000 138.7624 138.7624   0.5000   0.5000 
  0.0011  -2.6054   2.1612 116.1526  97.0653  13.6146 196.9271  -0.0011   0.0000  -0.0000  81.7320  81.7320   0.5000   0.5000 
  0.0012   1.1545   0.3612 150.5247 123.8431   8.4296 262.9276  -0.0009   0.0000  -0.0000 114.9474 114.9474   0.5000   0.5000 
  0.0017  -2.7487   3.0503 119.6177 122.4085  15.4346 223.7829  -0.0011   0.0000  -0.0000 104.7859 104.7859   0.5000   0.5000 
  0.0003   1.5733   0.8981  21.3194  46.4464   6.7723  59.6996  -0.0077   0.0000  -0.0000  36.9469  36.9469   0.5000   0.5000 
  0.0005  -1.1844   1.7204  50.8622  97.4887  -1.5768 147.4919  -0.0024   0.0000  -0.0000  99.0037  99.0037   0.5000   0.5000 
  0.0036  -2.3281   2.4601 129.3321 106.7866  12.9214 220.3955  -0.0010   0.0000  -0.0000  92.5023  92.5023   0.5000   0.5000 
  0.0008  -2.3864  -2.9063  69.0472  74.8024  15.5997 126.0999  -0.0017   0.0000  -0.0000  54.9057  54.9057   0.5000   0.5000 
  0.0031  -1.7242   2.0171  95.4849 115.3402   5.9418 202.1306  -0.0014   0.0000  -0.0000 109.0416 109.0416   0.5000   0.5000 
  0.0029  -1.7325  -0.0149 143.3711 122.6204  11.7695 251.2725  -0.0009   0.0000  -0.0000 109.8526 109.8526   0.5000   0.5000 
  0.0001   2.0791   0.3258 110.5920  68.0666   6.0987 170.0158  -0.0012   0.0000  -0.0000  61.6460  61.6460   0.5000   0.5000 
  0.0051  -1.1641  -0.5155 162.7199 114.1105  28.2785 245.7501  -0.0006   0.0000  -0.0000  80.0682  80.0682   0.5000   0.5000 
  0.0024  -1.9496   2.7413  87.2325  80.2150   7.1853 157.7707  -0.0015   0.0000  -0.0000  72.4386  72.4386   0.5000   0.5000 
  0.0120  -1.0614  -0.7699 491.2765 492.5931 161.6884 818.3550   0.0007   0.0000  -0.0000 252.3210 252.3210   0.5000   0.5000 
  0.0001   2.1010  -2.7433  98.2964  74.6808   4.8727 165.5557  -0.0013   0.0000  -0.0000  69.5834  69.5834   0.5000   0.5000 
  0.0003  -2.0477   1.2102 156.1222 135.1678  52.1984 236.5820   0.0029   0.0000  -0.0000  57.6567  57.6567   0.5000   0.5000 
  0.0035  -2.1383   2.1930 144.1168 105.5566  14.4692 232.3646  -0.0009   0.0000  -0.0000  89.5455  89.5455   0.5000   0.5000 
  0.0005   1.4964   2.9676  53.5350  78.0286   1.5750 127.6871  -0.0024   0.0000  -0.0000  76.4217  76.4217   0.5000   0.5000 
  0.0032  -0.8561  -0.8328 130.4525 176.1126  39.0713 264.6793  -0.0008   0.0000  -0.0000 120.7768 120.7768   0.5000   0.5000 
  0.0003  -2.6710   0.5094  39.3610  18.1353 -12.4151  68.1253  -0.0019   0.0000  -0.0000  27.5145  27.5145   0.5000   0.5000 
  0.0029  -2.3680   2.7302 149.7239 127.7558  21.8091 252.7706  -0.0009   0.0000  -0.0000 102.3532 102.3532   0.5000   0.5000 
  0.0008  -2.0845  -0.9351  85.8255  74.5895  17.7142 140.4517  -0.0012   0.0000  -0.0000  52.5023  52.5023   0.5000   0.5000 
  0.0001  -3.0013  -0.6975  60.4492   7.5259  -0.3894  67.1333  -0.0021   0.0000  -0.0000   7.9098   7.9098   0.5000   0.5000 
  0.0013  -0.8577  -0.4885 101.4729 110.2508  25.0266 184.1956  -0.0011   0.0000  -0.0000  77.3422  77.3422   0.5000   0.5000 
  0.0010  -1.9079  -0.4260 118.4445 151.0943  23.3412 243.3573  -0.0012   0.0000  -0.0000 122.2128 122.2128   0.5000   0.5000 
  0.0006   1.6551  -2.0862  17.5574  22.7442   0.4565  38.7246  -0.0075   0.0000  -0.0000  22.2895  22.2895   0.5000   0.5000 
  0.0017  -1.4694  -0.8071  91.0989 129.2737   8.3649 209.2461  -0.0015   0.0000  -0.0000 120.1228 120.1228   0.5000   0.5000 
  0.0015  -2.0297   0.2233 186.5809 104.5063  10.4150 277.6574  -0.0007   0.0000  -0.0000  93.5107  93.5107   0.5000   0.5000 
  0.0013  -1.9077   0.4167 116.6285 108.3414  21.4866 200.8418  -0.0011   0.0000  -0.0000  82.1843  82.1843   0.5000   0.5000 
  0.0003   0.6710   1.2969  33.1221  34.4207  -2.3890  68.1915  -0.0035   0.0000  -0.0000  36.6195  36.6195   0.5000   0.5000 
  0.0006   1.7977  -0.1408  82.0057  89.2023  13.2646 155.5208  -0.0017   0.0000  -0.0000  73.5169  73.5169   0.5000   0.5000 
  0.0002  -1.2256  -1.5337  29.7216  48.0702  -1.7049  77.6646  -0.0040   0.0000  -0.0000  49.6577  49.6577   0.5000   0.5000 
  0.0028  -1.0951  -0.9285 170.0047 119.1925  32.5829 253.8075  -0.0004   0.0000  -0.0000  79.1082  79.1082   0.5000   0.5000 
  0.0006  -2.7671   2.1183 128.2199 136.9593  26.3818 236.0039  -0.0010   0.0000  -0.0000 103.9546 103.9546   0.5000   0.5000 
  0.0032  -1.2172  -0.2364 200.1282 176.4089  58.6783 314.9510   0.0005   0.0000  -0.0000  93.9478  93.9478   0.5000   0.5000 
  0.0004  -1.9757  -2.5717  20.9640  44.0191 -10.1232  73.2688  -0.0040   0.0000  -0.0000  50.7502  50.7502   0.5000   0.5000 
  0.0022  -1.5592  -0.6097  83.1556 119.5641   2.1406 197.8396  -0.0016   0.0000  -0.0000 117.3808 117.3808   0.5000   0.5000 
  0.0024  -2.2376   2.8349 114.0226 133.9361  19.4523 225.7188  -0.0012   0.0000  -0.0000 110.6325 110.6325   0.5000   0.5000 
  0.0005  -1.5539  -2.8428  48.1567  41.3672  -6.2197  93.6652  -0.0023   0.0000  -0.0000  46.8306  46.8306   0.5000   0.5000 
  0.0005  -0.8408   2.6542  92.8177 106.6418  23.5415 173.4785  -0.0012   0.0000  -0.0000  75.4213  75.4213   0.5000   0.5000 
  0.0023  -1.6877   0.0963 118.3439 100.8914  17.6894 198.8883  -0.0011   0.0000  -0.0000  80.2246  80.2246   0.5000   0.5000 
  0.0026  -1.4773  -0.2814  72.4921  84.4666  10.3171 144.2761  -0.0019   0.0000  -0.0000  72.5494  72.5494   0.5000   0.5000 
  0.0002   2.9428   1.9562  17.1533   3.1668  -2.6733  22.5211  -0.0039   0.0000  -0.0000   5.4467   5.4467   0.5000   0.5000 
  0.0031  -1.5815   2.1830 143.9311  75.1668 -14.7881 230.9507  -0.0008   0.0000  -0.0000  88.5410  88.5410   0.5000   0.5000 
  0.0033  -1.9445   2.3105 111.6767 111.7051  18.7280 201.9821  -0.0012   0.0000  -0.0000  89.3544  89.3544   0.5000   0.5000 
  0.0104  -1.1256  -0.7081 250.3702 218.3415  56.8903 408.5390   0.0003   0.0000  -0.0000 145.0142 145.0142   0.5000   0.5000 
  0.0011  -2.2572   3.1335  59.0948  41.3853 -22.4992 120.5931  -0.0013   0.0000  -0.0000  57.6100  57.6100   0.5000   0.5000 
  0.0007  -1.6870   1.6386  97.1423 109.5439  -4.4819 208.3305  -0.0012   0.0000  -0.0000 113.8079 113.8079   0.5000   0.5000 
  0.0055  -1.0789  -0.4832 261.2449 193.3439  51.8797 399.4466   0.0003   0.0000  -0.0000 128.8352 128.8352   0.5000   0.5000 
  0.0016  -0.8706  -1.0037 135.0239  83.4555  26.9725 189.0506  -0.0001   0.0000  -0.0000  50.0148  50.0148   0.5000   0.5000 
  0.0030  -1.4446  -0.0486 172.6984 151.9576  48.8952 272.9742   0.0003   0.0000  -0.0000  84.2512  84.2512   0.5000   0.5000 
  0.0024  -1.2175   2.2336 105.3770 121.5968   6.0207 218.1205  -0.0013   0.0000  -0.0000 115.2453 115.2453   0.5000   0.5000 
  0.0023  -1.5416   2.5998  75.9101  89.2347   1.9100 160.6892  -0.0017   0.0000  -0.0000  87.2889  87.2889   0.5000   0.5000 
  0.0019  -1.3731   2.3665 100.6766 114.8094  10.6730 202.0864  -0.0014   0.0000  -0.0000 102.9448 102.9448   0.5000   0.5000 
  0.0005  -1.8761  -3.0444 133.0077 134.1899  22.6192 241.7296  -0.0010   0.0000  -0.0000 107.0894 107.0894   0.5000   0.5000 
  0.0005   2.9039  -2.7991  63.5280  88.2229  18.9804 130.6542  -0.0018   0.0000  -0.0000  61.5840  61.5840   0.5000   0.5000 
  0.0029  -2.4697   2.4255  98.3861 125.3849   9.8322 211.1670  -0.0014   0.0000  -0.0000 114.5287 114.5287   0.5000   0.5000 
  0.0008   1.1148   0.7376  77.8590 125.1577 -30.1176 230.1386  -0.0011   0.0000  -0.0000 146.7898 146.7898   0.5000   0.5000 
  0.0032  -2.2182   2.5851 112.0568 145.9145  21.8844 233.2871  -0.0012   0.0000  -0.0000 118.9062 118.9062   0.5000   0.5000 
  0.0008  -0.7784   2.3565  87.6675  95.0916  21.6696 158.7365  -0.0012   0.0000  -0.0000  66.6212  66.6212   0.5000   0.5000 
  0.0026  -2.7637   2.7745 107.8490 107.8060   2.4731 210.3650  -0.0012   0.0000  -0.0000 105.2872 105.2872   0.5000   0.5000 
  0.0014  -2.1291   1.6003  76.9460  82.9507 -16.5569 173.7402  -0.0013   0.0000  -0.0000  96.5137  96.5137   0.5000   0.5000 
  0.0018  -1.3789   2.9407 198.5166 162.0279  54.0244 303.6329   0.0003   0.0000  -0.0000  88.2690  88.2690   0.5000   0.5000 
  0.0041  -2.0003   2.1512 109.7491 103.5347   4.4286 206.0698  -0.0012   0.0000  -0.0000  98.9428  98.9428   0.5000   0.5000 
  0.0008  -2.4413   0.1247  49.1541  28.8262   1.9049  74.3475  -0.0026   0.0000  -0.0000  26.8670  26.8670   0.5000   0.5000 
  0.0001   2.9780  -1.4342  15.9879  17.7482   3.7450  29.3085  -0.0081   0.0000  -0.0000  13.1257  13.1257   0.5000   0.5000 
  0.0012  -1.8231  -0.8870 128.3259 107.6040  25.8229 207.4705  -0.0008   0.0000  -0.0000  75.4999  75.4999   0.5000   0.5000 
  0.0010  -2.3273   1.2576 164.6725  91.0042  32.5401 220.5723   0.0002   0.0000  -0.0000  50.7244  50.7244   0.5000   0.5000 
  0.0005  -1.6621   0.7774  78.1356  62.3936  -1.5933 139.6956  -0.0016   0.0000  -0.0000  63.9456  63.9456   0.5000   0.5000 
  0.0051  -1.1867  -0.8313  98.1723 128.6363  -5.3100 229.1914  -0.0012   0.0000  -0.0000 133.6504 133.6504   0.5000   0.5000 
  0.0009  -1.3956   1.5732 108.8397  53.1840 -28.4950 187.7344  -0.0008   0.0000  -0.0000  75.7089  75.7089   0.5000   0.5000 
  0.0054  -1.2346  -0.7372  82.6995 138.6380   7.0211 211.5559  -0.0017   0.0000  -0.0000 131.0189 131.0189   0.5000   0.5000 
  0.0003  -2.3105  -2.3840  84.8524  39.5338  15.4629 107.1285   0.0010   0.0000  -0.0000  20.8826  20.8826   0.5000   0.5000 
  0.0008   1.0010  -2.2698 224.9233 208.1464  55.5379 374.3526   0.0004   0.0000  -0.0000 134.7317 134.7317   0.5000   0.5000 
  0.0023  -1.0938   2.6685 155.8268 133.8880  22.0587 264.7054  -0.0008   0.0000  -0.0000 108.3098 108.3098   0.5000   0.5000 
  0.0013  -2.1585  -0.0290  61.6064  45.3277 -14.2417 118.8331  -0.0015   0.0000  -0.0000  56.8349  56.8349   0.5000   0.5000 
  0.0002   1.4174  -0.4881  28.0520  53.7460  -9.6223  89.3950  -0.0033   0.0000  -0.0000  60.8268  60.8268   0.5000   0.5000 
  0.0004   0.9544  -1.9999  22.4388  59.3771 -12.6267  92.4023  -0.0035   0.0000  -0.0000  67.3561  67.3561   0.5000   0.5000 
  0.0023  -2.6381   2.6392  96.2025  96.8710   6.9288 183.4927  -0.0014   0.0000  -0.0000  89.4496  89.4496   0.5000   0.5000 
  0.0001  -1.2896  -1.8734  35.7681  56.7652   9.8481  81.0163  -0.0040   0.0000  -0.0000  43.5189  43.5189   0.5000   0.5000 
  0.0094  -1.0654  -0.7111 175.4419 132.5708  19.5133 285.4611  -0.0007   0.0000  -0.0000 110.6998 110.6998   0.5000   0.5000 
  0.0031  -1.5673   2.0414 208.9763 140.3655  40.3208 306.0434  -0.0003   0.0000  -0.0000  90.6341  90.6341   0.5000   0.5000 
  0.0009   1.3056  -2.9974 140.3969 110.6994  47.1400 201.6737   0.0060   0.0000  -0.0000  40.7435  40.7435   0.5000   0.5000 
  0.0008  -1.3584  -1.1744  29.2807  57.6704  -3.2018  88.2050  -0.0039   0.0000  -0.0000  60.5143  60.5143   0.5000   0.5000 
  0.0018   1.2651   0.1915 181.8451 210.0680  63.8593 325.1456   0.0016   0.0000  -0.0000 112.4277 112.4277   0.5000   0.5000 
  0.0028  -1.0888   2.4239 112.8737  81.5576   3.1297 188.6125  -0.0011   0.0000  -0.0000  78.3538  78.3538   0.5000   0.5000 
  0.0002  -2.8736   1.5813  45.5705  97.1617  18.9238 121.9181  -0.0027   0.0000  -0.0000  65.6972  65.6972   0.5000   0.5000 
  0.0000   0.7940   2.1493 996.6345  91.6799  55.7530 1029.2355   0.0009   0.0000  -0.0000  32.7111  32.7111   0.5000   0.5000 
  0.0001  -0.7902  -2.0156  16.3519  15.5968  -3.6119  34.4561  -0.0061   0.0000  -0.0000  18.4926  18.4926   0.5000   0.5000 
