# weight      mu1      mu2       k1       k2       k3 lognormc    env_K  env1_mu  env2_mu   env1_k   env2_k   env1_w   env2_w 
  0.0031  -1.1707   2.7327 185.8070 115.6284  35.2054 263.4215  -0.0002   0.0000  -0.0000  72.4194  72.4194   0.5000   0.5000 
  0.0127  -1.0727  -0.7359 207.6640 160.7319  17.1077 348.0236   0.0000   0.0000  -0.0000 142.1438 142.1438   0.5000   0.5000 
  0.0019  -1.2510   2.3609 110.0264 107.8395  13.9816 201.1819  -0.0012   0.0000  -0.0000  91.9204  91.9204   0.5000   0.5000 
  0.0007  -2.1407   0.0760 115.0243  86.7680  12.4748 186.6988  -0.0011   0.0000  -0.0000  72.8563  72.8563   0.5000   0.5000 
  0.0019  -2.4046   2.3525 158.8458 107.5439  27.6011 236.0362  -0.0006   0.0000  -0.0000  74.3211  74.3211   0.5000   0.5000 
  0.0006  -1.8756  -2.8086  42.2579 140.8429  10.7572 170.0407  -0.0039   0.0000  -0.0000 126.6672 126.6672   0.5000   0.5000 
  0.0029  -1.1063   2.5245 116.5192 109.8196  12.5284 211.0472  -0.0012   0.0000  -0.0000  95.8597  95.8597   0.5000   0.5000 
  0.0023  -1.3262   2.2857 130.7973 114.5582   1.7567 240.6459  -0.0010   0.0000  -0.0000 112.7846 112.7846   0.5000   0.5000 
  0.0025  -1.0855   2.2556 109.7526 153.8912  23.7431 237.1043  -0.0013   0.0000  -0.0000 123.8125 123.8125   0.5000   0.5000 
  0.0001   3.0130  -0.7976  27.3658  46.8762   5.1586  67.5268  -0.0055   0.0000  -0.0000  40.6831  40.6831   0.5000   0.5000 
  0.0014  -2.0164   2.8043 102.6255  89.7657   7.9414 181.8168  -0.0013   0.0000  -0.0000  81.2084  81.2084   0.5000   0.5000 
  0.0012  -2.1145   0.3310  49.8874  99.6542  -6.2958 153.3365  -0.0022   0.0000  -0.0000 105.1973 105.1973   0.5000   0.5000 
  0.0012   0.9160   0.8802 188.7502 227.0717  57.4983 355.2356   0.0006   0.0000  -0.0000 144.8861 144.8861   0.5000   0.5000 
  0.0011  -2.7425   2.3605 102.7726 101.2129  10.0093 191.3007  -0.0013   0.0000  -0.0000  90.1905  90.1905   0.5000   0.5000 
  0.0011   1.3934   0.0934 148.9039 203.7798  53.4681 296.3765   0.0012   0.0000  -0.0000 121.0838 121.0838   0.5000   0.5000 
  0.0016  -1.9416   0.3231 132.7427  96.5622  19.1410 207.4840  -0.0009   0.0000  -0.0000  74.3234  74.3234   0.5000   0.5000 
  0.0029  -2.2524   2.1751 133.0543 109.4108  26.0752 213.7209  -0.0008   0.0000  -0.0000  77.1958  77.1958   0.5000   0.5000 
  0.0011  -1.7062  -0.4862 118.7735  94.5327   3.0350 207.4780  -0.0011   0.0000  -0.0000  91.4320  91.4320   0.5000   0.5000 
  0.0049  -1.2400  -0.5778 109.5114 102.3159  10.1556 198.9564  -0.0012   0.0000  -0.0000  91.1855  91.1855   0.5000   0.5000 
  0.0040  -1.8490   2.3254  89.5164  89.8711 -11.1322 187.7531  -0.0012   0.0000  -0.0000  99.7277  99.7277   0.5000   0.5000 
  0.0006  -2.2526   1.1644 256.4172  75.7483  16.7866 312.4510  -0.0004   0.0000  -0.0000  57.8354  57.8354   0.5000   0.5000 
  0.0001  -2.8307   0.9610  79.6805 147.1585  47.4880 177.6457   0.0441   0.0000  -0.0000  36.7104  36.7104   0.5000   0.5000 
  0.0006  -1.6654   1.3814  62.2003  84.7539   0.1758 144.3372  -0.0020   0.0000  -0.0000  84.5790  84.5790   0.5000   0.5000 
  0.0004   1.6685   1.8385   7.8748   7.1522  -0.3134  15.1583   0.0000   0.0000  -0.0000   7.4352   7.4352   0.5000   0.5000 
  0.0033  -1.8305   2.1422  97.0085 139.7054   4.1667 229.6679  -0.0014   0.0000  -0.0000 135.3759 135.3759   0.5000   0.5000 
  0.0030  -2.3753   2.5675 118.2585 106.1529  10.3665 211.2685  -0.0011   0.0000  -0.0000  94.8496  94.8496   0.5000   0.5000 
  0.0011   1.6068  -0.0743 158.5156 107.8542  23.2641 240.2969  -0.0007   0.0000  -0.0000  80.7223  80.7223   0.5000   0.5000 
  0.0018  -1.5759   2.9174 103.4485 149.7158  25.4623 224.9863  -0.0013   0.0000  -0.0000 116.2216 116.2216   0.5000   0.5000 
  0.0001   1.6451  -2.6809 221.1071 918.7124 160.4343 976.2421   0.0767   0.0000  -0.0000 300.0000 300.0000   0.5000   0.5000 
  0.0002   1.2006   2.6856  54.4703  28.4905   8.8537  72.5959  -0.0010   0.0000  -0.0000  18.0995  18.0995   0.5000   0.5000 
  0.0003  -1.4411   0.5785 121.6646 119.2335  24.8707 213.3417  -0.0010   0.0000  -0.0000  88.1888  88.1888   0.5000   0.5000 
  0.0031  -1.9103   2.4059 110.3405 102.6031  17.6816 192.6368  -0.0012   0.0000  -0.0000  81.6896  81.6896   0.5000   0.5000 
  0.0023  -1.4522  -0.1769 118.0035  95.3764   3.6893 206.9029  -0.0011   0.0000  -0.0000  91.5854  91.5854   0.5000   0.5000 
  0.0077  -1.1266  -0.6235 158.6412 103.0379  11.1631 247.6035  -0.0008   0.0000  -0.0000  91.0759  91.0759   0.5000   0.5000 
  0.0005  -2.8041   1.8522 121.3721  98.4013  26.8624 190.3966  -0.0006   0.0000  -0.0000  64.1832  64.1832   0.5000   0.5000 
  0.0003  -2.9634   0.0310  14.9015  13.0872   5.3804  22.4812   0.0206   0.0000  -0.0000   5.6643   5.6643   0.5000   0.5000 
  0.0009  -2.1457   1.7816 132.0935 111.4448  -5.8518 246.3854  -0.0009   0.0000  -0.0000 117.0291 117.0291   0.5000   0.5000 
  0.0017   1.0606   0.4856 170.7976 172.5586  38.1092 302.2335  -0.0007   0.0000  -0.0000 123.7617 123.7617   0.5000   0.5000 
  0.0002  -1.2015  -2.4446  77.7955  53.3405  28.8129 101.0632   0.0616   0.0000  -0.0000  10.0329  10.0329   0.5000   0.5000 
  0.0018  -2.3211   2.8928 142.3112  69.8732  13.5836 196.0100  -0.0008   0.0000  -0.0000  54.9304  54.9304   0.5000   0.5000 
  0.0029  -1.6315   0.0506 156.7902 156.5243  36.9481 273.4699  -0.0006   0.0000  -0.0000 108.4735 108.4735   0.5000   0.5000 
  0.0000  -0.1215   1.5847   0.0623   0.9172  -0.0098   3.8770   0.0000   0.0000  -0.0000   0.9175   0.9175   0.5000   0.5000 
  0.0009  -1.7192   3.1266  73.7403  79.0491  12.3241 138.1656  -0.0018   0.0000  -0.0000  64.3997  64.3997   0.5000   0.5000 
  0.0010   0.9106   1.0120  67.4394 106.5057  -8.9615 180.2095  -0.0016   0.0000  -0.0000 114.3679 114.3679   0.5000   0.5000 
  0.0039  -0.9663  -0.8200 112.4819 174.3166  17.8501 265.9974  -0.0013   0.0000  -0.0000 153.2266 153.2266   0.5000   0.5000 
  0.0003  -0.8850   1.8080  56.6676  82.5163  22.9108 114.4514   0.0010   0.0000  -0.0000  45.0942  45.0942   0.5000   0.5000 
  0.0003  -2.1255   0.8930  79.5699  58.8945 -20.3285 156.1728  -0.0011   0.0000  -0.0000  75.0225  75.0225   0.5000   0.5000 
  0.0025  -2.4778   2.6850  91.8318 115.9920  12.2962 192.8681  -0.0015   0.0000  -0.0000 101.8966 101.8966   0.5000   0.5000 
  0.0002   2.1887   2.9373  69.8161  50.3048  11.5344 106.5964  -0.0016   0.0000  -0.0000  36.6497  36.6497   0.5000   0.5000 
  0.0028  -1.0066  -0.9762 108.8276  87.4782   1.7337 191.8502  -0.0012   0.0000  -0.0000  85.7248  85.7248   0.5000   0.5000 
  0.0004  -1.9945  -1.0110  80.1042 112.3957   6.1649 183.6935  -0.0017   0.0000  -0.0000 105.7646 105.7646   0.5000   0.5000 
  0.0018  -1.8410  -0.3341 152.8728  97.4187  26.0616 221.5529  -0.0006   0.0000  -0.0000  66.1851  66.1851   0.5000   0.5000 
  0.0021  -1.3512   2.1794 104.0464 100.1478  -0.9582 202.3577  -0.0012   0.0000  -0.0000 101.0928 101.0928   0.5000   0.5000 
  0.0007  -0.7604  -0.9821 130.2960 101.1038  16.3519 212.3141  -0.0010   0.0000  -0.0000  82.5057  82.5057   0.5000   0.5000 
  0.0003   2.5707  -2.7944 203.3050  80.9087  32.0311 249.5703   0.0004   0.0000  -0.0000  43.0985  43.0985   0.5000   0.5000 
  0.0023  -1.5976   2.6982  97.8845 153.7468  20.3985 228.4715  -0.0015   0.0000  -0.0000 128.1787 128.1787   0.5000   0.5000 
  0.0002  -0.9375  -0.0582  72.0304  47.4521  18.5896  99.1819   0.0028   0.0000  -0.0000  22.8799  22.8799   0.5000   0.5000 
  0.0001   3.0687  -2.2720  43.2560  13.3274  -8.0843  63.0447  -0.0019   0.0000  -0.0000  20.0948  20.0948   0.5000   0.5000 
  0.0020  -1.0115   2.4111 255.4161 181.4291  43.7755 389.8019   0.0002   0.0000  -0.0000 128.7712 128.7712   0.5000   0.5000 
  0.0001   1.8944  -0.8030  81.7906  32.8403   6.1462 106.5322  -0.0015   0.0000  -0.0000  26.2495  26.2495   0.5000   0.5000 
  0.0002  -1.5889  -1.4821  27.8579  32.9033 -10.7464  69.6735  -0.0031   0.0000  -0.0000  40.5760  40.5760   0.5000   0.5000 
  0.0001   1.8651   2.2387  18.2907  35.8095 -11.0596  63.4394  -0.0041   0.0000  -0.0000  42.6031  42.6031   0.5000   0.5000 
  0.0004   1.5970  -3.0160  24.9364  68.7802 -12.4122 103.9899  -0.0033   0.0000  -0.0000  76.9683  76.9683   0.5000   0.5000 
  0.0012  -2.1694   3.0108  90.8576  66.3834 -29.3403 183.7855  -0.0009   0.0000  -0.0000  88.4919  88.4919   0.5000   0.5000 
  0.0015  -2.8701   3.0039 131.0733 122.4226  38.6540 212.3083   0.0003   0.0000  -0.0000  68.1282  68.1282   0.5000   0.5000 
  0.0014  -2.0585  -0.3091 150.6836  97.0897  13.3771 231.5691  -0.0009   0.0000  -0.0000  82.4722  82.4722   0.5000   0.5000 
  0.0012  -1.9319   2.9168  66.6375  72.3119  -9.2517 145.6841  -0.0016   0.0000  -0.0000  80.3878  80.3878   0.5000   0.5000 
  0.0011  -1.7333   0.4755  81.2161  63.1153   1.4451 140.4774  -0.0016   0.0000  -0.0000  61.6534  61.6534   0.5000   0.5000 
  0.0002   2.9468   2.9713  72.3491  58.6779 -10.5057 139.0571  -0.0015   0.0000  -0.0000  67.8040  67.8040   0.5000   0.5000 
  0.0003  -1.8456   0.9256  71.4552 192.4335  35.6196 225.9152  -0.0014   0.0000  -0.0000 122.9476 122.9476   0.5000   0.5000 
  0.0026  -1.7106   0.2370 137.0094 135.6955  30.2543 239.6675  -0.0008   0.0000  -0.0000  97.1259  97.1259   0.5000   0.5000 
  0.0039  -2.0902   2.3385 103.1595 102.9100   9.8589 193.5220  -0.0013   0.0000  -0.0000  92.0748  92.0748   0.5000   0.5000 
  0.0092  -1.1177  -0.6913 259.5740 174.5838  50.0804 380.8811   0.0004   0.0000  -0.0000 112.7619 112.7619   0.5000   0.5000 
  0.0021   1.0365   0.6731 169.8941 157.3734  35.9434 288.3558  -0.0006   0.0000  -0.0000 112.0247 112.0247   0.5000   0.5000 
  0.0079  -1.0670  -0.6701 133.0407 108.5239   3.1492 235.4936  -0.0010   0.0000  -0.0000 105.3111 105.3111   0.5000   0.5000 
  0.0005  -2.0751  -3.0158 176.7323  89.9592  39.8631 224.3788   0.0021   0.0000  -0.0000  38.9178  38.9178   0.5000   0.5000 
  0.0027  -1.3095   2.4982  86.0591  93.9040   7.8609 169.5404  -0.0016   0.0000  -0.0000  85.3139  85.3139   0.5000   0.5000 
  0.0101  -1.0474  -0.7832 398.3133 499.3250 150.3011 743.6403   0.0009   0.0000  -0.0000 258.9186 258.9186   0.5000   0.5000 
  0.0004   0.9198  -2.3904 151.0027 139.9712  31.6501 256.4694  -0.0007   0.0000  -0.0000 100.1622 100.1622   0.5000   0.5000 
  0.0001  -2.1220  -2.0679 197.0047 203.6120  80.6734 317.2863   0.0076   0.0000  -0.0000  68.7104  68.7104   0.5000   0.5000 
  0.0008   1.7575   0.1004 123.5029 117.1355  31.8278 206.2358  -0.0005   0.0000  -0.0000  74.6222  74.6222   0.5000   0.5000 
  0.0003  -2.2686  -1.1200  88.1598  42.8756 -28.8464 157.2578  -0.0008   0.0000  -0.0000  64.5488  64.5488   0.5000   0.5000 
  0.0002  -0.9544   2.9418  49.3006 112.8342  17.1281 142.8805  -0.0033   0.0000  -0.0000  87.1090  87.1090   0.5000   0.5000 
  0.0024  -1.4888  -0.5082  82.7432  77.6586   5.4598 152.4722  -0.0016   0.0000  -0.0000  71.8538  71.8538   0.5000   0.5000 
  0.0066  -1.0607  -0.8188 218.7331 132.9217  12.4215 336.0153  -0.0006   0.0000  -0.0000 119.7877 119.7877   0.5000   0.5000 
  0.0012  -1.1451   1.9922  94.2338  77.3317 -14.4801 183.2926  -0.0011   0.0000  -0.0000  89.8332  89.8332   0.5000   0.5000 
  0.0024  -1.4517   2.3253  99.4777  79.1918   0.3002 175.7276  -0.0013   0.0000  -0.0000  78.8923  78.8923   0.5000   0.5000 
  0.0023  -1.6921   2.2793  90.3658  85.2594  -0.4174 173.4039  -0.0014   0.0000  -0.0000  85.6726  85.6726   0.5000   0.5000 
  0.0006   1.2300   0.1432 116.8074  79.9454   8.5819 185.5402  -0.0011   0.0000  -0.0000  70.7315  70.7315   0.5000   0.5000 
  0.0001   1.3364   2.2503  40.0595  32.8568  -3.4168  74.4999  -0.0029   0.0000  -0.0000  35.9719  35.9719   0.5000   0.5000 
  0.0003   1.0702  -1.5721  29.1184  19.5148   5.6750  41.9624  -0.0024   0.0000  -0.0000  12.6968  12.6968   0.5000   0.5000 
  0.0015  -1.9536   0.0402 100.8014 109.5934   5.7803 201.8581  -0.0013   0.0000  -0.0000 103.4957 103.4957   0.5000   0.5000 
  0.0068  -1.1123  -0.8197 138.4044 149.8614   4.3730 280.7939  -0.0009   0.0000  -0.0000 145.3632 145.3632   0.5000   0.5000 
  0.0002   1.1059  -2.9585  73.2251  91.7123  28.3870 134.5716   0.0022   0.0000  -0.0000  46.3545  46.3545   0.5000   0.5000 
  0.0014  -2.3224   2.0005  94.9390 134.8253  19.3151 207.7731  -0.0015   0.0000  -0.0000 110.7717 110.7717   0.5000   0.5000 
  0.0031  -1.4669   2.4502  88.8497  87.9443   1.6478 172.5241  -0.0014   0.0000  -0.0000  86.2752  86.2752   0.5000   0.5000 
  0.0003   1.6170   2.7558  73.4552 160.5204   5.0481 226.1331  -0.0018   0.0000  -0.0000 155.1407 155.1407   0.5000   0.5000 
  0.0008  -2.4010   1.1522  99.9207  86.4746  13.5808 170.2959  -0.0013   0.0000  -0.0000  70.8688  70.8688   0.5000   0.5000 
  0.0011   1.4477   0.3236 105.4345 112.1779  20.3642 194.6335  -0.0012   0.0000  -0.0000  87.1280  87.1280   0.5000   0.5000 
  0.0021  -1.3636   2.0203  48.6997  95.6767 -15.7406 157.5365  -0.0019   0.0000  -0.0000 107.4899 107.4899   0.5000   0.5000 
  0.0055  -1.1316  -0.3672 239.7788 190.6475  67.1295 360.2675   0.0013   0.0000  -0.0000  97.9357  97.9357   0.5000   0.5000 
  0.0018  -1.4178   0.0158  85.3036 105.0455  -3.6988 191.3004  -0.0014   0.0000  -0.0000 108.5713 108.5713   0.5000   0.5000 
  0.0035  -1.9266   2.1745 131.1342 102.4022  16.0471 214.7403  -0.0010   0.0000  -0.0000  84.2145  84.2145   0.5000   0.5000 
  0.0002   0.9289   1.5926  25.3477  38.7960  14.8006  48.9033   0.1004   0.0000  -0.0000   9.5754   9.5754   0.5000   0.5000 
  0.0006  -1.5477   1.0540  46.6046 166.2104  -2.8602 213.0012  -0.0026   0.0000  -0.0000 168.8784 168.8784   0.5000   0.5000 
  0.0002   1.4300  -0.8238  33.7042  74.1853   6.8373  99.1579  -0.0046   0.0000  -0.0000  65.7881  65.7881   0.5000   0.5000 
  0.0107  -1.1208  -0.7365 268.2382 258.3675  68.5054 454.7321   0.0004   0.0000  -0.0000 166.7147 166.7147   0.5000   0.5000 
  0.0002  -2.6799  -0.6416  43.8183  31.4553  -3.6057  77.0197  -0.0026   0.0000  -0.0000  34.7550  34.7550   0.5000   0.5000 
  0.0050  -1.2066  -0.4514 105.6016  91.6562   4.8112 189.7497  -0.0012   0.0000  -0.0000  86.6417  86.6417   0.5000   0.5000 
  0.0022  -2.6810   2.5573 140.5752 169.7465  44.7260 262.8287  -0.0003   0.0000  -0.0000 104.6919 104.6919   0.5000   0.5000 
  0.0000  -0.9498   1.4654  54.6624 228.5944   9.2076 271.2879   0.0000   0.0000  -0.0000 217.6490 217.6490   0.5000   0.5000 
  0.0005  -2.3126   0.5707 110.7328 136.5674  28.7209 215.9233  -0.0011   0.0000  -0.0000  98.1149  98.1149   0.5000   0.5000 
  0.0000   0.2130  -2.6217  96.6742   8.9155   8.1098  97.4853   0.1380   0.0000  -0.0000   0.6604   0.6604   0.5000   0.5000 
  0.0017  -1.6239   1.9001 110.2318 100.7967  22.6080 185.8824  -0.0010   0.0000  -0.0000  72.5780  72.5780   0.5000   0.5000 
  0.0024  -1.8103   0.0993 104.9597 111.6391   9.1745 204.6729  -0.0013   0.0000  -0.0000 101.6435 101.6435   0.5000   0.5000 
  0.0012   1.4799   0.1935 133.5657 198.9487  49.0144 280.7166   0.0011   0.0000  -0.0000 122.2606 122.2606   0.5000   0.5000 
  0.0010   1.3976  -0.1567  56.3462  82.2817  16.0835 120.4910  -0.0023   0.0000  -0.0000  60.1558  60.1558   0.5000   0.5000 
  0.0007   1.0904  -2.5385 122.9703 101.3647  23.7029 198.0341  -0.0009   0.0000  -0.0000  72.2066  72.2066   0.5000   0.5000 
  0.0028  -1.2414  -0.1999 244.0739 169.1753  65.6138 344.6910   0.0017   0.0000  -0.0000  79.9841  79.9841   0.5000   0.5000 
  0.0004  -2.6468  -2.5927  32.7256  19.1175  -0.9302  51.3652  -0.0038   0.0000  -0.0000  20.0092  20.0092   0.5000   0.5000 
  0.0001   2.7197  -2.1140 118.6819  91.3087  43.1752 164.8791   0.0179   0.0000  -0.0000  25.0636  25.0636   0.5000   0.5000 
  0.0011  -1.8160   1.7171 100.4649  49.4472 -26.3995 173.6043  -0.0008   0.0000  -0.0000  70.2954  70.2954   0.5000   0.5000 
  0.0023  -1.4446   2.8609  83.0669 143.9476  11.7913 212.4955  -0.0017   0.0000  -0.0000 130.3115 130.3115   0.5000   0.5000 
  0.0013  -1.4208  -3.0778 168.1063  83.3551   9.4494 239.1712  -0.0008   0.0000  -0.0000  73.3786  73.3786   0.5000   0.5000 
  0.0024  -1.4201  -0.3169 110.1538 104.9478  12.1238 200.2681  -0.0012   0.0000  -0.0000  91.4044  91.4044   0.5000   0.5000 
  0.0029  -1.0270   2.3349 119.7170 158.8835  27.8056 247.9689  -0.0011   0.0000  -0.0000 122.9200 122.9200   0.5000   0.5000 
  0.0003  -0.7073  -0.6080 104.2059 161.4491  14.6037 248.1569  -0.0014   0.0000  -0.0000 144.5716 144.5716   0.5000   0.5000 
  0.0030  -1.0104  -0.4447 159.4949 141.3993  26.8282 271.1150  -0.0008   0.0000  -0.0000 109.3025 109.3025   0.5000   0.5000 
  0.0009  -0.9379   2.4850 186.1880  47.2182   5.4101 225.3743  -0.0007   0.0000  -0.0000  41.6636  41.6636   0.5000   0.5000 
  0.0018  -2.5490   2.6457  95.4590 111.4377   5.6338 198.5251  -0.0014   0.0000  -0.0000 105.4857 105.4857   0.5000   0.5000 
  0.0002   2.2128  -2.5389  61.7421 140.3506 -10.4363 209.7271  -0.0017   0.0000  -0.0000 149.2200 149.2200   0.5000   0.5000 
